Model,Accuracy (%),Precision (%),Recall (%),Macro-F1 (%),Weighted-F1 (%),Params (M),FLOPs (G),Size (MB),Latency (ms),FPS,Val Samples,Epoch,Checkpoint
POSTER-Var Teacher,92.24250325945242,89.19973837145889,86.29194621517057,87.57980047229326,92.19350187217876,58.345038,8.482723136,555.0577440261841,249.7881050000433,4.003393196004376,3068,66,results\teacher_logs\RAFDB\POSTERv2\2026-07-17-04-41-04\best.pt
